0.749747219,0.918808194,1,1,1,0.5
0.749241658,0.90689013,1,1,1,0.5
0.748736097,0.906765984,1,1,1,0.5
0.748483316,0.907014277,1,1,1,0.5
0.748483316,0.906517691,1,1,1,0.5
0.748736097,0.907014277,1,1,1,0.5
0.748230536,0.90689013,1,1,1,0.5
0.748483316,0.906517691,1,1,1,0.5
0.747724975,0.907510863,1,1,1,0.5
0.747724975,0.907014277,1,1,1,0.5
0.747724975,0.906517691,1,1,1,0.5
0.747724975,0.907386716,1,1,1,0.5
0.747219414,0.91396648,1,1,1,0.5
0.747472194,0.90689013,1,1,1,0.5
0.747219414,0.906641837,1,1,1,0.5
0.746966633,0.914090627,1,1,1,0.5
0.747219414,0.907759156,1,1,1,0.5
0.746966633,0.908131595,1,1,1,0.5
0.746966633,0.912725016,1,1,1,0.5
0.746461072,0.911980137,1,1,1,0.5
0.746461072,0.912725016,1,1,1,0.5
0.745955511,0.884047176,1,1,1,0.5
0.74570273,0.896461825,1,1,1,0.5
0.74570273,0.90937306,1,1,1,0.5
0.745955511,0.919925512,1,1,1,0.5
0.74570273,0.898324022,1,1,1,0.5
0.74570273,0.920173805,1,1,1,0.5
0.745955511,0.885909373,1,1,1,0.5
0.745449949,0.923153321,1,1,1,0.5
0.745197169,0.884295469,1,1,1,0.5
0.744944388,0.923153321,1,1,1,0.5
0.745449949,0.935071384,1,1,1,0.5
0.745449949,0.920173805,1,1,1,0.5
0.745449949,0.912725016,1,1,1,0.5
0.745197169,0.909124767,1,1,1,0.5
0.759605662,0.901551831,1,1,1,0.5
0.772497472,0.898324022,1,1,1,0.5
0.779828109,0.904903786,1,1,1,0.5
0.774266936,0.900310366,1,1,1,0.5
0.797775531,0.885909373,1,1,1,0.5
0.833164813,0.884543762,1,1,1,0.5
0.824570273,0.881564246,1,1,1,1
0.834428716,0.884295469,1,1,1,1
0.835439838,0.871756673,1,1,1,1
0.851617796,0.876846679,1,1,1,1
0.885237614,0.884171322,1,1,1,1
0.901162791,0.851024209,1,1,1,1
0.908998989,0.848168839,1,1,1,1
0.901921132,0.850900062,1,1,1,1
0.901415571,0.856114215,1,1,1,1
0.888270981,0.847051521,1,1,1,1
0.910515672,0.837368094,1,1,1,1
0.934024267,0.835009311,1,1,1,1
0.938321537,0.83575419,1,1,1,1
0.94843276,0.838485413,1,1,1,1
0.95273003,0.834636872,1,1,1,1
0.94843276,0.825946617,1,1,1,1
0.946916077,0.825698324,1,1,1,1
0.940596562,0.821973929,1,1,1,1
0.963599596,0.826070764,1,1,1,1
0.964357937,0.823339541,1,1,1,1
0.964105157,0.829919305,1,1,1,1
0.976996967,0.82122905,1,1,1,1
0.984833165,0.810055866,1,1,1,1
0.986349848,0.80707635,1,1,1,1
0.988372093,0.807200497,1,1,1,1
0.992163802,0.80707635,1,1,1,1
1,0.810924891,1,1,1,1
0.996461072,0.808193669,1,1,1,1
0.88776542,0.81874612,1,1,1,0
0.892821031,0.877094972,1,1,1,0
0.890040445,0.876846679,1,1,1,0
0.90065723,0.877094972,1,1,1,0
0.884732053,0.872129112,1,1,1,0
0.816734075,0.901924271,1,1,1,0
0.811931244,0.887895717,1,1,1,0
0.872598584,0.950465549,1,1,1,0
0.789939333,0.949968963,1,1,1,0
0.763397371,0.946492862,1,1,1,0
0.738877654,0.968342644,1,1,1,0.25
0.73685541,0.971446307,1,1,1,0.25
0.710819009,0.986343886,1,1,1,0.25
0.721435794,0.987212911,1,1,1,0.25
0.685035389,0.994661701,1,1,1,0.25
0.68554095,0.997144631,1,1,1,0.25
0.687815976,0.994413408,1,1,1,0.25
0.688321537,0.998261949,1,1,1,0.25
0.688068756,0.994413408,1,1,1,0.25
0.695652174,0.994661701,1,1,1,0.25
0.670374115,1,1,1,1,0.25
